,bike_price,km_driven,make_year,bike_name,bike_model,bike_address,state
7096,"₹ 18,500","25,000 km",2007.0,Bajaj,Discover,"Kotli Araian, Sham Chauras I, Punjab",Punjab
7097,"₹ 45,500","17,000 km",2019.0,Bajaj,CT 100,"Baba Deep Singh Nagar, Bathinda, Punjab",Punjab
7098,"₹ 60,000","16,000 km",2018.0,Hero,Splendor,"Babasingh Deep Nagar, Ludhiana, Punjab",Punjab
7099,"₹ 68,000","6,000 km",2019.0,Hero,Splendor,"Pratap Nagar, Jagraon, Punjab",Punjab
7100,"₹ 65,000","9,000 km",2019.0,Hero,Splendor,"Phase 2, Mohali, Punjab",Punjab
7101,"₹ 20,000","45,866 km",2005.0,Bajaj,Discover,"Sangowal, Ludhiana, Punjab",Punjab
7102,"₹ 28,000","55,000 km",2006.0,Bajaj,CT 100,"Canal Colony, Giddarbaha, Punjab",Punjab
7103,"₹ 1,80,000","4,200 km",2020.0,Royal Enfield,Bullet,"Lal Bagh, Ludhiana, Punjab",Punjab
7104,"₹ 25,000","30,000 km",2012.0,Hero Honda,Passion,"Guru Nanak Colony, Amritsar, Punjab",Punjab
7105,"₹ 25,000","50,000 km",2005.0,Hero Honda,CD 100,"Shaheed Bhagat Singh Colony, Talwandi Sabo, Punjab",Punjab
7106,"₹ 58,000","11,000 km",2018.0,Bajaj,Others,"Guru Nanak Colony, Amritsar, Punjab",Punjab
7107,"₹ 75,000","12,300 km",2021.0,Hero,Splendor,"Sohana Village, Mohali, Punjab",Punjab
7108,"₹ 1,70,000","3,000 km",2019.0,Royal Enfield,Classic,"VIP Road, Zirakpur, Punjab",Punjab
7109,"₹ 82,000","9,000 km",2017.0,Bajaj,Avenger,"Sector 63, Mohali, Punjab",Punjab
7110,"₹ 70,000","6,000 km",2020.0,Hero,Super Splendor,"Sector 63, Mohali, Punjab",Punjab
7111,"₹ 11,500","26,899 km",2012.0,Honda,CD 110 Dream,"Guru Teg Bahadur Singh Nagar, Ludhiana, Punjab",Punjab
7112,"₹ 2,05,000",300 km,2021.0,Other Brands,Others,"Sector 63, Mohali, Punjab",Punjab
7113,"₹ 1,20,000","5,300 km",2021.0,TVS,Apache RTR,"Ranjit Enclave, Jalandhar, Punjab",Punjab
7114,"₹ 1,60,000","8,600 km",2020.0,Royal Enfield,Bullet,"Gill, Ludhiana, Punjab",Punjab
7115,"₹ 45,000","16,000 km",2013.0,TVS,Apache RTR,"Sector 63, Mohali, Punjab",Punjab
7116,"₹ 70,000","3,000 km",1999.0,Royal Enfield,Bullet,"Jaja Chowk Market, Urmar Tanda, Punjab",Punjab
7117,"₹ 68,000","11,000 km",2018.0,Bajaj,Pulsar,"Sector 60 Phase 3B2, Mohali, Punjab",Punjab
7118,"₹ 80,000","75,000 km",1999.0,Other Brands,Others,"Baba Deep Singh Nagar, Ludhiana, Punjab",Punjab
7119,"₹ 20,000",0 km,2009.0,Hero Honda,CD Deluxe,"Chamkaur Sahib, Morinda, Punjab",Punjab
7120,"₹ 1,10,000","18,000 km",2014.0,Royal Enfield,Bullet,"Industrial Area Dinanagar, Dinanagar, Punjab",Punjab
7121,"₹ 25,000","31,000 km",2011.0,Bajaj,Pulsar,"New Rasila Nagar, Jalandhar, Punjab",Punjab
7122,"₹ 1,60,000","28,559 km",2017.0,Royal Enfield,Classic,"Shamgarh, Samrala, Punjab",Punjab
7123,"₹ 32,500","15,000 km",2014.0,Hero,Splendor,"Khan Kot, Amritsar, Punjab",Punjab
7124,"₹ 42,000","45,000 km",2018.0,Bajaj,Platina,"Anand Vihar, Manwal, Punjab",Punjab
7125,"₹ 1,65,000","31,800 km",2019.0,Royal Enfield,Bullet,"Ranjit Nagar, Patiala, Punjab",Punjab
7126,"₹ 1,52,500","7,280 km",2016.0,KTM,RC,"Deenpur Kallan, Tarantaran, Punjab",Punjab
7127,"₹ 54,500","21,545 km",2016.0,Bajaj,Pulsar,"Sector 71, Mohali, Punjab",Punjab
7128,"₹ 31,500","35,000 km",2012.0,Bajaj,Pulsar,"Bhabat, Zirakpur, Punjab",Punjab
7129,"₹ 1,60,000","18,050 km",2019.0,Royal Enfield,Classic,"Pat Nagar, Firozpur, Punjab",Punjab
7130,"₹ 3,60,000","12,000 km",2015.0,Other Brands,Others,"Silver City Extension, Zirakpur, Punjab",Punjab
7131,"₹ 45,000","18,000 km",2019.0,Bajaj,CT 100,"Shaheed Bhagat Singh Colony, Khanna, Punjab",Punjab
7132,"₹ 1,80,000","1,550 km",2016.0,Royal Enfield,Classic,"Apra, Punjab, India",Punjab
7133,"₹ 45,000","7,000 km",2018.0,TVS,Star Sport,"Ranjit Pura Chheharta, Amritsar, Punjab",Punjab
7134,"₹ 1,60,000","18,050 km",2019.0,Royal Enfield,Classic,"Ferozpur, Firozpur, Punjab",Punjab
7135,"₹ 2,15,000","1,470 km",2021.0,Royal Enfield,Classic,"Ashok Nagar, Jalandhar, Punjab",Punjab
7136,"₹ 23,000","27,000 km",2018.0,Hero,Splendor,"Sirsadh, Sardulgarh, Punjab",Punjab
7137,"₹ 18,000","30,000 km",2007.0,Bajaj,Discover,"Bhag Singh Nagar, Jaitu, Punjab",Punjab
7138,"₹ 40,000","35,000 km",2017.0,Bajaj,Others,"Ekta Telecom, Malerkotla, Punjab",Punjab
7139,"₹ 1,25,000","15,000 km",2015.0,Royal Enfield,Bullet,"Ajit Nagar, Ludhiana, Punjab",Punjab
7140,"₹ 22,000","21,000 km",2012.0,Bajaj,Platina,"Model Gram, Ludhiana, Punjab",Punjab
7141,"₹ 28,000",50 km,2014.0,Bajaj,Discover,"Mangli Nichhi, Ludhiana, Punjab",Punjab
7142,"₹ 50,000","22,000 km",2018.0,Honda,Others,"Bhagwan Colony, Nabha, Punjab",Punjab
7143,"₹ 2,15,000",700 km,2020.0,Other Brands,Others,"Shalimar Nagar, Hoshiarpur, Punjab",Punjab
7144,"₹ 1,55,000","4,750 km",2019.0,Royal Enfield,Bullet,"VIP Road, Zirakpur, Punjab",Punjab
7145,"₹ 70,000","16,000 km",2019.0,Hero,Splendor,"Preet Nagar, Sunam, Punjab",Punjab
7146,"₹ 1,39,999","17,000 km",2020.0,Royal Enfield,Bullet,"Farm Bahadurgarh, Rurki Kasba, Punjab",Punjab
7147,"₹ 1,69,500","3,300 km",2020.0,Royal Enfield,Bullet,"Badha, Fazilka, Punjab",Punjab
7148,"₹ 2,75,000","1,700 km",2021.0,KTM,390 Duke ABS,"Sector 63, Mohali, Punjab",Punjab
7149,"₹ 42,000","20,000 km",2015.0,Hero Honda,Splendor,"New Amritsar Colony, Amritsar, Punjab",Punjab
7150,"₹ 31,000","57,000 km",2013.0,Bajaj,Pulsar,"Balongi, Mohali, Punjab",Punjab
7151,"₹ 72,000","95,000 km",1980.0,Royal Enfield,Bullet,"Nasirpur, Kapurthala, Punjab",Punjab
7152,"₹ 47,000","19,566 km",2020.0,Bajaj,CT 100,"Doraha Colony, Doraha, Punjab",Punjab
7153,"₹ 35,000","34,653 km",2012.0,Hero,Splendor,"Sector 68, Mohali, Punjab",Punjab
7154,"₹ 45,000","52,000 km",2012.0,Bajaj,Others,"Ablowal, Patiala, Punjab",Punjab
7155,"₹ 15,000","26,788 km",2015.0,Hero Honda,Deluxe,"Doraha Colony, Doraha, Punjab",Punjab
7156,"₹ 10,500","24,855 km",2005.0,Bajaj,CT 100,"Focal Point, Ludhiana, Punjab",Punjab
7157,"₹ 34,000","25,000 km",2015.0,Yamaha,Saluto,"Dhangu Peer, Pathankot, Punjab",Punjab
7158,"₹ 19,000","43,000 km",2009.0,Hero Honda,Hunk,"Wazir Bhullar, Beas, Punjab",Punjab
7159,"₹ 21,500",0 km,1986.0,Hero Honda,CD 100,"Sular Colony, Patiala, Punjab",Punjab
7160,"₹ 18,000","24,500 km",2009.0,Hero Honda,Passion,"Focal Point, Ludhiana, Punjab",Punjab
7161,"₹ 28,500","25,885 km",2004.0,Hero Honda,CD 100,"Glada Sector 32, Ludhiana, Punjab",Punjab
7162,"₹ 23,000","13,000 km",2017.0,TVS,Heavy Duty Super XL,"Chaudhry Colony, Bassi Pathana, Punjab",Punjab
7163,"₹ 32,000","22,788 km",2004.0,Hero Honda,CD 100,"Glada Sector 32, Ludhiana, Punjab",Punjab
7164,"₹ 25,000","21,786 km",2004.0,Hero Honda,CD 100,"Glada Sector 32, Ludhiana, Punjab",Punjab
7165,"₹ 23,500","24,155 km",2004.0,Hero Honda,CD 100,"Glada Sector 32, Ludhiana, Punjab",Punjab
7166,"₹ 28,000","7,079 km",2016.0,Bajaj,CT 100,"Tangra, Amritsar, Punjab",Punjab
7167,"₹ 21,500","25,786 km",2012.0,Bajaj,Pulsar,"Glada Sector 32, Ludhiana, Punjab",Punjab
7168,"₹ 67,500","21,350 km",2017.0,Bajaj,Avenger,"Sector 70, Mohali, Punjab",Punjab
7169,"₹ 85,000","21,566 km",2020.0,Bajaj,Pulsar,"Jindowal, Banga, Punjab",Punjab
7170,"₹ 1,48,000","25,000 km",2017.0,KTM,RC,"Vijay Nagar, Ludhiana, Punjab",Punjab
7171,"₹ 19,500","46,000 km",2005.0,Other Brands,Others,"Sular Colony, Patiala, Punjab",Punjab
7172,"₹ 50,000","66,000 km",2014.0,Hero,Splendor,"Industrial Area Faridkot, Faridkot, Punjab",Punjab
7173,"₹ 32,000","435,560 km",2018.0,Honda,Others,"Ghanaur, Punjab, India",Punjab
7174,"₹ 1,70,000",300 km,2021.0,Royal Enfield,Bullet,"Sector 63, Mohali, Punjab",Punjab
7175,"₹ 22,000","30,523 km",2013.0,Hero Honda,Hunk,"Bholapur, Ludhiana, Punjab",Punjab
7176,"₹ 48,000","97,000 km",2018.0,Bajaj,CT 100,"Quila Mohalla, Barnala, Punjab",Punjab
7177,"₹ 45,000","22,945 km",2017.0,Hero,Splendor,"GTB Nagar, Bathinda, Punjab",Punjab
7178,"₹ 1,10,000","16,090 km",2014.0,Royal Enfield,Bullet,"Gandhi Nagar, Fazilka, Punjab",Punjab
7179,"₹ 75,000","45,000 km",2005.0,Royal Enfield,Bullet,"Furniture Market, Zirakpur, Punjab",Punjab
7180,"₹ 85,000","22,566 km",2020.0,Bajaj,Pulsar,"Banga Chowk, Garhshankar, Punjab",Punjab
7181,"₹ 22,500","48,000 km",2010.0,Bajaj,Pulsar,"Sector 83, Mohali, Punjab",Punjab
7182,"₹ 19,800","48,786 km",2012.0,Bajaj,Discover,"Bholapur, Ludhiana, Punjab",Punjab
7183,"₹ 29,000","50,000 km",2009.0,Hero Honda,Splendor,"Industrial Area Samana, Samana, Punjab",Punjab
7184,"₹ 65,000","50,000 km",1994.0,Royal Enfield,Bullet,"Chachoki, Phagwara, Punjab",Punjab
7185,"₹ 28,000","65,000 km",2011.0,Hero Honda,Splendor,"Said Kheri, Rajpura, Punjab",Punjab
7186,"₹ 20,000","44,000 km",2013.0,Bajaj,Discover,"Katra Karam Singh, Amritsar, Punjab",Punjab
7187,"₹ 27,000","20,000 km",2010.0,Hero,Karizma,"New Grain Market, Muktsar, Punjab",Punjab
7188,"₹ 2,00,000","12,000 km",2020.0,Royal Enfield,Classic,"Adarsh Nagar, Kapurthala, Punjab",Punjab
7189,"₹ 17,000","20,000 km",1997.0,Hero Honda,CD 100,"Ranian, Chogawan, Punjab",Punjab
7190,"₹ 59,000","63,872 km",2008.0,Royal Enfield,Classic,"Patti Manga, Goraya, Punjab",Punjab
7191,"₹ 32,000","20,000 km",2011.0,Bajaj,Platina,"Adarsh Colony, Nakodar, Punjab",Punjab
7192,"₹ 22,000","90,800 km",2010.0,Honda,CBF Stunner,"Sector 19, Zirakpur, Punjab",Punjab
7193,"₹ 45,000","20,000 km",2014.0,Yamaha,FZS,"Adarsh Colony, Nakodar, Punjab",Punjab
7194,"₹ 40,000","20,000 km",2012.0,Bajaj,Pulsar,"Taj City, Nakodar, Punjab",Punjab
7195,"₹ 90,000","15,000 km",2018.0,Bajaj,Pulsar,"Sector 61, Mohali, Punjab",Punjab
7196,"₹ 7,500","62,320 km",2005.0,Hero Honda,CBZ,"Sector 69, Mohali, Punjab",Punjab
7197,"₹ 45,000","20,000 km",2015.0,Bajaj,Pulsar,"Taj City, Nakodar, Punjab",Punjab
7198,"₹ 35,000","297,084 km",2014.0,Hero,Deluxe,"Main Market, Dirba, Punjab",Punjab
7199,"₹ 1,55,000","23,000 km",2015.0,Royal Enfield,Bullet,"Thermal Colony, Bathinda, Punjab",Punjab
7200,"₹ 16,000","16,273 km",2010.0,Bajaj,Discover,"Gholu Majra, Dera Bassi, Punjab",Punjab
7201,"₹ 1,35,000","17,000 km",2016.0,KTM,RC,"Shiv Colony, Makhu, Punjab",Punjab
7202,"₹ 29,500","83,000 km",2012.0,TVS,Apache RTR,"Sector 119, Mohali, Punjab",Punjab
7203,"₹ 23,000","70,000 km",2015.0,Honda,CD 110 Dream,"Akash Avenue, Amritsar, Punjab",Punjab
7204,"₹ 45,000","10,000 km",2015.0,Bajaj,Platina,"Korianwali, Punjab, India",Punjab
7205,"₹ 1,55,000","26,000 km",2018.0,Royal Enfield,Classic,"Dugri Urban Estate, Ludhiana, Punjab",Punjab
7206,"₹ 1,85,000","7,500 km",2020.0,Royal Enfield,Classic,"Phase 1, Mohali, Punjab",Punjab
7207,"₹ 18,500","21,542 km",2007.0,Hero Honda,Glamour,"Sector 70, Mohali, Punjab",Punjab
7208,"₹ 40,000","35,000 km",2017.0,Bajaj,Platina,"Ghurala, Gurdaspur, Punjab",Punjab
7209,"₹ 40,000","2,573 km",2014.0,Bajaj,Pulsar,"Sector 70, Mohali, Punjab",Punjab
7210,"₹ 36,500","24,830 km",2016.0,Bajaj,Others,"Sector 69, Mohali, Punjab",Punjab
7211,"₹ 1,55,000","25,000 km",2008.0,Royal Enfield,Bullet,"Gopal Colony, Sunam, Punjab",Punjab
7212,"₹ 32,000","23,800 km",2013.0,Bajaj,Discover,"Garden Colony, Nakodar, Punjab",Punjab
7213,"₹ 22,000","600,000 km",2007.0,Bajaj,Discover,"Alhoran, Patiala, Punjab",Punjab
7214,"₹ 85,000","10,000 km",2018.0,Suzuki,Others,"Sector 63, Mohali, Punjab",Punjab
7215,"₹ 1,35,000","22,000 km",2018.0,Royal Enfield,Thunderbird,"Sector 61, Mohali, Punjab",Punjab
7216,"₹ 1,35,000","16,000 km",2016.0,Royal Enfield,Classic,"Sector 63, Mohali, Punjab",Punjab
7217,"₹ 55,000","9,000 km",2019.0,Honda,CD 110 Dream,"Sector 63, Mohali, Punjab",Punjab
7218,"₹ 1,60,000","6,200 km",2020.0,Other Brands,Others,"Wadala Kalan, Kapurthala, Punjab",Punjab
7219,"₹ 2,20,000","13,560 km",2019.0,Royal Enfield,Classic,"Nijabatpur 272, Gurdaspur, Punjab",Punjab
7220,"₹ 47,000","13,000 km",2019.0,Bajaj,CT 100,"Bhagwan Budh Nagar, Bathinda, Punjab",Punjab
7221,"₹ 32,000","25,790 km",2013.0,Bajaj,Pulsar,"Sector 70, Mohali, Punjab",Punjab
7222,"₹ 38,000","17,200 km",2012.0,Honda,CBR,"Sant Nagar, Ludhiana, Punjab",Punjab
7223,"₹ 27,000","42,150 km",2010.0,Hero,Splendor,"Guru Arjun Dev Nagar, Ludhiana, Punjab",Punjab
7224,"₹ 25,500","35,104 km",2008.0,Hero Honda,Splendor,"JCT Colony, Phagwara, Punjab",Punjab
7225,"₹ 28,000","28,000 km",2012.0,Bajaj,Discover,"Guru Amar Das Colony, Ludhiana, Punjab",Punjab
7226,"₹ 1,70,000","27,331 km",2019.0,Royal Enfield,Classic,"Kailash Nagar, Sujanpur, Punjab",Punjab
7227,"₹ 51,000","18,000 km",2017.0,Bajaj,Pulsar,"Old Suraj Nagar, Abohar, Punjab",Punjab
7228,"₹ 58,000","15,500 km",2019.0,Hero,Deluxe,"Balkar Singh Market, Batala, Punjab",Punjab
7229,"₹ 38,000","40,000 km",2013.0,Hero Honda,Karizma,"Jindowal, Banga, Punjab",Punjab
7230,"₹ 2,25,000","1,073 km",2021.0,Royal Enfield,Bullet,"Harcharan Nagar, Ludhiana, Punjab",Punjab
7231,"₹ 55,000","45,000 km",2016.0,Hero,Splendor,"Bahadarpur, Bareta, Punjab",Punjab
7232,"₹ 25,000","57,000 km",2012.0,Bajaj,Discover,"Basti Jodhewal, Ludhiana, Punjab",Punjab
7233,"₹ 68,000","10,000 km",2020.0,Hero,Splendor,"Gillco Valley, Kharar, Punjab",Punjab
7234,"₹ 82,000","2,500 km",2015.0,Yamaha,Others,"Patiala Road, Zirakpur, Punjab",Punjab
7235,,,,,,,Punjab
7236,"₹ 55,000","9,500 km",2019.0,Honda,CD 110 Dream,"Janta Nagar, Kharar, Punjab",Punjab
7237,"₹ 55,000","4,000 km",2019.0,Honda,CD 110 Dream,"Gillco Valley, Kharar, Punjab",Punjab
7238,"₹ 95,000","14,000 km",2019.0,Honda,Others,"Phase 1, Mohali, Punjab",Punjab
7239,"₹ 2,85,000","7,000 km",2020.0,Royal Enfield,Continental GT,"Gillco Valley, Kharar, Punjab",Punjab
7240,"₹ 2,85,000","5,100 km",2019.0,Other Brands,Others,"Gillco Valley, Kharar, Punjab",Punjab
7241,"₹ 1,48,000","7,500 km",2021.0,Yamaha,Others,"Gillco Valley, Kharar, Punjab",Punjab
7242,"₹ 1,65,000","3,000 km",2020.0,Bajaj,Others,"Gillco Valley, Kharar, Punjab",Punjab
7243,"₹ 1,80,000","10,000 km",2018.0,Royal Enfield,Classic,"Gillco Valley, Kharar, Punjab",Punjab
7244,"₹ 1,95,000","3,200 km",2020.0,Other Brands,Others,"Zirakpur Panchkula Kalka Highway, Zirakpur, Punjab",Punjab
7245,"₹ 30,000","50,000 km",2013.0,Yamaha,FZ,"Gill Avenue, Pathankot, Punjab",Punjab
7246,"₹ 50,000","38,000 km",2019.0,Bajaj,Platina,"Phase 1, Batala, Punjab",Punjab
7247,"₹ 1,51,000","3,900 km",2019.0,Royal Enfield,Bullet,"Halwara, Punjab, India",Punjab
7248,"₹ 25,000","2,300 km",2012.0,Yamaha,FZS,"Jahangirpur Urf Jagirpur, Ludhiana, Punjab",Punjab
7249,"₹ 1,80,000","40,000 km",2010.0,Royal Enfield,Bullet,"Rajiya, Raja Sansi, Punjab",Punjab
7250,"₹ 1,45,000","5,000 km",2016.0,Royal Enfield,Classic,"Maraula, Phagwara, Punjab",Punjab
7251,"₹ 19,000","50,000 km",2004.0,Bajaj,CT 100,"Bughipura, Moga, Punjab",Punjab
7252,"₹ 41,000","38,501 km",2016.0,Hero,Deluxe,"Boparai, Goraya, Punjab",Punjab
7253,"₹ 52,000","6,500 km",2021.0,Bajaj,CT 100,"Nayagaon, Karoran, Punjab",Punjab
7254,"₹ 14,000","35,000 km",2004.0,TVS,Others,"Baundli, Samrala, Punjab",Punjab
7255,"₹ 48,000","8,000 km",2015.0,Bajaj,Pulsar,"Mugrala, Dinanagar, Punjab",Punjab
7256,"₹ 15,000","65,000 km",2005.0,Hero Honda,Dawn,"Madhav Nagar, Fazilka, Punjab",Punjab
7257,"₹ 62,000","16,000 km",2018.0,Hero,Splendor,"Colony Pind Mudhal, Mudal, Punjab",Punjab
7258,"₹ 99,000","32,000 km",2011.0,Royal Enfield,Bullet,"Ujala Nagar, Jalandhar, Punjab",Punjab
7259,"₹ 1,65,000","4,200 km",2019.0,Royal Enfield,Bullet,"Cagi Colony, Firozpur, Punjab",Punjab
7260,"₹ 25,500","42,000 km",2010.0,Yamaha,FZS,"Ranjit Avenue, Amritsar, Punjab",Punjab
7261,"₹ 62,000","20,000 km",2018.0,Hero,Splendor,"ABC Cinema Chowk, Dasuya, Punjab",Punjab
7262,"₹ 28,000","40,000 km",2010.0,Yamaha,FZ,"Husainpur, Rupnagar, Punjab",Punjab
7263,"₹ 13,000","25,000 km",2005.0,Bajaj,CT 100,"Akalpur, Phillaur, Punjab",Punjab
7264,"₹ 55,000","26,000 km",2016.0,Honda,CBR,"Sector 85, Mohali, Punjab",Punjab
7265,"₹ 1,90,000","3,500 km",2019.0,Royal Enfield,Classic,"Nawi Basti, Sirhind Fatehgarh Sahib, Punjab",Punjab
7266,"₹ 35,000",100 km,2015.0,Hero,Splendor,"Dashmesh Nagar Near Kishan Nagar, Amritsar, Punjab",Punjab
7267,"₹ 1,10,000","10,000 km",2013.0,Royal Enfield,Classic,"Ajit Nagar, Amritsar, Punjab",Punjab
7268,"₹ 5,000","120,000 km",2022.0,Hero Honda,Others,"Baba Farid Housing Colony, Moga, Punjab",Punjab
7269,"₹ 1,43,000","8,000 km",2017.0,Royal Enfield,Bullet,"Dosanjh, Moga, Punjab",Punjab
7270,"₹ 19,000","1,111 km",2009.0,Yamaha,FZ,"Jijhar Nagar, Ludhiana, Punjab",Punjab
7271,"₹ 46,000","5,600 km",2018.0,Hero,Splendor,"Industrial Area Samana, Samana, Punjab",Punjab
7272,"₹ 27,000","18,500 km",2017.0,Bajaj,CT 100,"Sector 39 Glada, Ludhiana, Punjab",Punjab
7273,"₹ 55,000","55,000 km",2019.0,Bajaj,Platina,"Partap Nagar, Patiala, Punjab",Punjab
7274,"₹ 16,000","1,283 km",2006.0,Other Brands,Others,"Mainwan, Kapurthala, Punjab",Punjab
7275,"₹ 29,999",1 km,2019.0,Bajaj,CT 100,"Model Town, Ludhiana, Punjab",Punjab
7276,"₹ 80,500","3,500 km",2021.0,Hero,Splendor,"Anand Vihar, Manwal, Punjab",Punjab
7277,"₹ 23,000","12,000 km",2016.0,Other Brands,Others,"Ram Nagar, Amritsar, Punjab",Punjab
7278,"₹ 56,500","2,500 km",2021.0,Bajaj,CT 100,"Ramdas Nagar, Sirhind Fatehgarh Sahib, Punjab",Punjab
7279,"₹ 1,60,000","19,000 km",2020.0,Royal Enfield,Bullet,"Nihal Pura, Dasuya, Punjab",Punjab
7280,"₹ 1,50,000","8,500 km",2019.0,Royal Enfield,Bullet,"Banga Chowk, Garhshankar, Punjab",Punjab
7281,"₹ 35,000","19,500 km",2013.0,Yamaha,FZ,"Sariyaan Mohalla, Alawalpur, Punjab",Punjab
7282,"₹ 75,000","15,000 km",2016.0,Bajaj,Pulsar,"Sector 63, Mohali, Punjab",Punjab
7283,"₹ 35,000","71,000 km",2014.0,TVS,Star City Plus,"Jogindar Nagar, Malerkotla, Punjab",Punjab
7284,"₹ 45,000","23,480 km",2015.0,Bajaj,Pulsar,"Sector 70, Mohali, Punjab",Punjab
7285,"₹ 24,500","26,780 km",2009.0,Bajaj,Others,"Sector 70, Mohali, Punjab",Punjab
7286,"₹ 30,500","24,730 km",2012.0,Hero,Others,"Sector 70, Mohali, Punjab",Punjab
7287,"₹ 75,000","85,000 km",2014.0,Yamaha,YZF R,"Sultanwind, Amritsar, Punjab",Punjab
7288,"₹ 65,000","6,600 km",2017.0,Bajaj,Avenger,"Ambas S Tower, Gurdaspur, Punjab",Punjab
7289,"₹ 45,000","19,000 km",2017.0,Bajaj,Pulsar,"Shashi Nagar, Jalandhar, Punjab",Punjab
7290,"₹ 2,15,000","12,000 km",2020.0,Royal Enfield,Classic,"Rampura Rural, Rampura Phul, Punjab",Punjab
7291,"₹ 22,000","128,888 km",2009.0,Hero,Splendor,"Mithu Majra, Rurki Kasba, Punjab",Punjab
7292,"₹ 1,70,000","15,000 km",2018.0,Royal Enfield,Bullet,"Airport Road, Mohali, Punjab",Punjab
7293,"₹ 52,000","26,000 km",2017.0,Hero,Splendor,"Dashmesh Nagar, Moga, Punjab",Punjab
7294,"₹ 1,30,000","7,000 km",2015.0,KTM,RC,"Chaura Bazar Area, Ludhiana, Punjab",Punjab
7295,"₹ 55,000",0 km,1999.0,Royal Enfield,Bullet,"New Janakpuri, Ludhiana, Punjab",Punjab
7296,"₹ 28,000","30,000 km",2009.0,Bajaj,Pulsar,"Singhpura, Kurali, Punjab",Punjab
7297,"₹ 19,500","40,000 km",2011.0,Bajaj,Discover,"Langerpur, Dasuya, Punjab",Punjab
7298,"₹ 22,000",45 km,2010.0,Bajaj,Pulsar,"Kumbra 6 Part, Mohali, Punjab",Punjab
7299,"₹ 40,000","25,000 km",2012.0,Bajaj,Discover,"Buraj, Anandpur Sahib, Punjab",Punjab
7300,"₹ 25,000","60,000 km",2011.0,TVS,Apache RTR,"Dhaki, Pathankot, Punjab",Punjab
7301,"₹ 1,30,000","24,000 km",2016.0,Royal Enfield,Bullet,"Urban Estate, Batala, Punjab",Punjab
7302,"₹ 25,000","45,000 km",2012.0,Bajaj,Pulsar,"Dugri Urban Estate Phase 2, Ludhiana, Punjab",Punjab
7303,"₹ 52,000","9,940 km",2020.0,Hero,CD Deluxe,"Pakhi Khanauri, Khanauri, Punjab",Punjab
7304,"₹ 45,000","9,000 km",2018.0,Hero,Deluxe,"Namdev Nagar, Barnala, Punjab",Punjab
7305,"₹ 42,000","2,800 km",1990.0,Yamaha,Others,"Bir Bhuner Heri, Patiala, Punjab",Punjab
7306,"₹ 40,000","17,130 km",2014.0,Bajaj,Pulsar,"Partap Nagar, Amritsar, Punjab",Punjab
7307,"₹ 70,000","20,000 km",2007.0,Royal Enfield,Others,"RV Shanti Nagar, Jaitu, Punjab",Punjab
7308,"₹ 1,35,000","16,038 km",2019.0,Royal Enfield,Bullet,"Khai Mohalla, Amritsar, Punjab",Punjab
7309,"₹ 59,000","68,760 km",2008.0,Royal Enfield,Classic,"Mothawaliya, Morinda, Punjab",Punjab
7310,"₹ 22,000",0 km,2008.0,Bajaj,Platina,"Ghurala, Gurdaspur, Punjab",Punjab
7311,"₹ 20,000","50,000 km",2012.0,Bajaj,Pulsar,"Tanowla, Dhanaula, Punjab",Punjab
7312,"₹ 1,48,000","8,500 km",2018.0,Royal Enfield,Classic,"Singhpura, Kurali, Punjab",Punjab
7313,"₹ 45,000","40,000 km",2013.0,Yamaha,FZS,"Akash Avenue, Amritsar, Punjab",Punjab
7314,"₹ 1,35,000","21,823 km",2014.0,Royal Enfield,Bullet,"Sangowal 100, Dhilwan, Punjab",Punjab
7315,"₹ 95,000","9,000 km",2015.0,Royal Enfield,Thunderbird,"Gillco Valley, Kharar, Punjab",Punjab
7316,"₹ 32,000",65 km,2012.0,Bajaj,Discover,"Bhagwan Colony, Nabha, Punjab",Punjab
7317,"₹ 10,000","20,000 km",2004.0,Bajaj,Others,"Pahra, Gurdaspur, Punjab",Punjab
7318,"₹ 75,000","2,312 km",2022.0,Hero,Splendor,"Aman nagar, Patiala, Punjab",Punjab
7319,"₹ 95,000","9,000 km",2015.0,Royal Enfield,Thunderbird,"Sector 63, Mohali, Punjab",Punjab
7320,"₹ 1,37,000","16,400 km",2016.0,Royal Enfield,Bullet,"Nanak Nagri, Moga, Punjab",Punjab
7321,"₹ 1,15,000","16,000 km",2015.0,Royal Enfield,Others,"Chakki Bank, Pathankot, Punjab",Punjab
7322,"₹ 85,000","19,000 km",2012.0,Royal Enfield,Classic,"German Colony, Faridkot, Punjab",Punjab
7323,"₹ 85,000","20,000 km",1994.0,Royal Enfield,Bullet,"Malaut Mohalla, Malaut, Punjab",Punjab
7324,"₹ 5,199","1,999 km",2020.0,Other Brands,Others,"Khairanbad, Amritsar, Punjab",Punjab
7325,"₹ 10,000","60,000 km",2008.0,Honda,CBF Stunner,"Guru Ramdas Nagar, Jalandhar, Punjab",Punjab
7326,"₹ 55,000","14,500 km",2018.0,Hero,Splendor,"Mugrala, Dinanagar, Punjab",Punjab
7327,"₹ 1,10,000","13,000 km",2014.0,Royal Enfield,Bullet,"Ranjit Avenue, Rupnagar, Punjab",Punjab
7328,"₹ 30,000","58,574 km",2013.0,Hero,Deluxe,"Narayangarh, Amritsar, Punjab",Punjab
7329,"₹ 37,500","38,480 km",2013.0,Bajaj,Pulsar,"Ward No 7, Sardulgarh, Punjab",Punjab
